objectid,title,campus,creator,description,subject,people,location,date,transcription,item_information,source,citation,collection,publisher,scanning_info,date_digital,type,format,rights,identifier,language,date_update1,date_update2,reference_url,cdmid,contentdm-file-name,contentdm_file_path
p16264coll6111,Robert Hollingsworth,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Robert Hollingsworth, a Trinity student from 1870-1872.",Universities & colleges; students,"Hollingsworth, Robert",Tehuacana (Tex.),,"[back] BobHollingsworth, A.B. Salisbury, Photographer.",Photographic prints; albumen prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_136,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/111,111,123.jpg,/p16264coll6/image/123.jpg
p16264coll6112,A.H. Stephens,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of A.H. Stephens, Class of 1878.",Universities & colleges; students,"Stephens, A.H.",Tehuacana (Tex.),,[front] A.H. Stephens,Photographic prints; albumen prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_135,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/112,112,128.jpg,/p16264coll6/image/128.jpg
p16264coll6113,William Henry Virgil Harris,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of William Henry Virgil Harris, valedictorian of the Trinity University Class of 1898.",Universities & colleges; students,"Harris, William Henry Virgil",Tehuacana (Tex.),1898?,[back] W.H.V. Harris,Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_121,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/113,113,110.jpg,/p16264coll6/image/110.jpg
p16264coll6114,Judge Vincent W. Grubbs,Tehuacana;,"Trinity University (San Antonio, Tex.)","Portrait of Vincent W. Grubbs, graduate of the class of 1872.",Universities & colleges; alumni & alumnae; judges,"Grubbs, Vincent W.",Tehuacana (Tex.),,"[back] Judge V.W.Grubbs, Trinity uni. 1872",Photographic prints; gelatin silver prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_120,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/114,114,125.jpg,/p16264coll6/image/125.jpg
p16264coll6115,Reuben Albion Taylor,Tehuacana; Waxahachie,"Trinity University (San Antonio, Tex.)","Portrait of Reuben Albion Taylor, a 1903 graduate of Trinity who attended classes on both the Tehuacana and Waxahachie campuses.",Universities & colleges; students,"Taylor, Reuben Albion",Mexia (Tex.);,1900?,"[front] Miller, MExia,Tex. Albion Taylor Trinity Univ.",Photographic prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_118,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/115,115,112.jpg,/p16264coll6/image/112.jpg
p16264coll6116,Vincent W. Grubbs,Tehuacana;,"Trinity University (San Antonio, Tex.)","Portrait of Vincent W. Grubbs, graduate of the class of 1872.",Universities & colleges; alumni & alumnae;,"Grubbs, Vincent W.",Kaufman (Tex.),1874,"[back] For Lillie's New Album- As a token of the grateful remembrance of many cheerful words and kindnesses bestowed upon me by yourself and kind mother during two years of College life at Tehuacana, I offer this faint, but perhaps, somewhat flattering resemblance of Your True Friend, V.W.Grubbs. Kaufman, Tex, Oct 10 1874",Photographic prints; albumen prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_119,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/116,116,120.jpg,/p16264coll6/image/120.jpg
p16264coll6117,Wallace Wright,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Wallace Wright, a student at Trinity from 1871-1874.",Universities & colleges; students,"Wright, Wallace",Tehuacana (Tex.),1874?,"[back] Wallace Wright. J.A. Arvin, Photographer, Cor. of Sherman & Palistine Sts., Mexia, Texas.",Photographic prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_125,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/117,117,107.jpg,/p16264coll6/image/107.jpg
p16264coll6118,"Baseball Team, 1890s",Tehuacana,"Trinity University (San Antonio, Tex.)","Undated photograph of the Trinity University baseball team, likely from the late 1890s.",Universities & colleges; baseball players; students; athletes; baseball,,Tehuacana (Tex.),1890s,,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_137,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/118,118,118.jpg,/p16264coll6/image/118.jpg
p16264coll6119,Group of Female Students,Tehuacana,"Trinity University (San Antonio, Tex.)",Group of four unidentified female students on the Tehuacana campus.,Universities & colleges; students; women; fences,,Tehuacana (Tex.),1895?,,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_116,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/119,119,108.jpg,/p16264coll6/image/108.jpg
p16264coll6120,1898 Tennis Team,Tehuacana,"Trinity University (San Antonio, Tex.)","Team photograph of the 1898 tennis team. The players have been identified as follows: (back row, left to right) Professor Rhea Miller, W.H. Harris, Edwin McGee, Lillian L. Davis, Frank L. Wear; (front row, left to right) Bell E. Looney, Dana H. Andrews, William J. Rhea, Thomas H. Haynes, Lawrence Rhea, Rollin B. Strayhorn, Felix W. Ramsey, Herbert J. Lee.",Universities & colleges,"Miller, Rhea; Harris, William Henry Virgil; McGee, Edwin; Davis, Lillian L.; Wear, Frank L.; Looney, Bell E.; Andrews, Dana H.; Rhea, William J.; Haynie, Thomas H.; Rhea, Lawrence; Strayhorn, Rollin B.; Ramsey, Felix W.; Lee, J. Hubert",Tehuacana (Tex.),1898,"[back] Spring 1898. Prof. Rhea Miller, WHV Harris, Edwin D. McGee, Lillian L. Davis, Frank L. Wear, J. Hubert Lee, W. Felix Ramsay, Rollin B. Strayhorn, Lawrence Rhea, Thomas H. Haynie, Wm. J. Rhea, Dana H. Andrews, B.E. Looney",Photographic prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_139,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/120,120,111.jpg,/p16264coll6/image/111.jpg
p16264coll6121,"Baseball Game, 1890s",Tehuacana,"Trinity University (San Antonio, Tex.)","Undated photograph of the Trinity University team playing a baseball game, with spectators along the sideline.",Universities & colleges; baseball; baseball players; spectators; athletes,,Tehuacana (Tex.),1890s,,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_138,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/121,121,109.jpg,/p16264coll6/image/109.jpg
p16264coll6122,W.B. Preston,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of W.B. Preston, graduate in the class of 1878.",Universities & colleges; students,"Preston, W.B.",Mexia (Tex.);,1878?,"[front] Very Truly Yours, W.B. Preston. [back] J.A. Arvin, Photographer, Main Street, Mexia, Texas.",Photographic prints; albumen prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_124,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/122,122,115.jpg,/p16264coll6/image/115.jpg
p16264coll6123,J.C. Feagin,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of J.C. Feagin, a Trinity student from 1872-1873.",Universities & colleges; students,"Feagin, J.C.",Tehuacana (Tex.),,"[front] J.C. Feagin Moscow, Texas. Alpha Gamma",Photographic prints; tintypes,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_132,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/123,123,106.jpg,/p16264coll6/image/106.jpg
p16264coll6124,P.M. Riley and D.P. Turner,Tehuacana,"Trinity University (San Antonio, Tex.)","Photograph of P.M. Riley (class of 1879) and D.P. Turner, a student from 1873-1874.",Universities & colleges; students,"Riley, P.M.; Turner, D.P.",Tehuacana (Tex.),1874?,[front] PM Riley & DP Turner,Photographic prints; tintypes,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_129,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/124,124,122.jpg,/p16264coll6/image/122.jpg
p16264coll6125,John Terrell,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of John Terrell, a Trinity student from 1871-1873.",Universities & colleges; students,"Terrell, John L.",Tehuacana (Tex.),1872?,[back] John Terrell,Photographic prints; tintypes,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_126,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/125,125,126.jpg,/p16264coll6/image/126.jpg
p16264coll6126,Unidentified Female Students,Tehuacana,"Trinity University (San Antonio, Tex.)",Two unidentified female students on the Tehuacana campus.,Universities & colleges; students; women,,Tehuacana (Tex.),1895?,,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_15,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/126,126,119.jpg,/p16264coll6/image/119.jpg
p16264coll6127,W.S. Jameson,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of W.S. Jameson, a Trinity student from 1873-1874.",Universities & colleges; students,"Jameson, W.S.",Tehuacana (Tex.),,"[front] W.S. Jameson, Bowling, Texas",Photographic prints; tintypes,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_131,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/127,127,117.jpg,/p16264coll6/image/117.jpg
p16264coll6128,Trinity Women,Waxahachie;,"Trinity University (San Antonio, Tex.)","A group of Trinity women in identical dress, perhaps members of a vocal performance group. They are identified as (left to right) Renie Carmichael, Bessie Alexander, Lillian Anderson, Annie Robnett, Lilley Ingle, Marie Watson, Mary Parks, Victoria Newton, Ada Burleson, Miss Maxey, and Hayden Baugh. All of these women were students in 1904.",Universities & colleges; students; women,"Carmichael, Renie; Alexander, Bessie; Anderson, Lillian; Robnett, Annie; Ingle, Lilley; Watson, Marie; Parks, Mary; Newton, Victoria; Burleson, Ada; Baugh, Hayden",Waxahachie (Tex.);,1904?,"[back] Rhena Carmackle, Bess Alexander, Lillian Anderson, Annie Robnett, Lilly Ingle, Marie Watson, Mary Parks, Victoria Newton, Ada Burleson, Miss Maxey, Haden Baugh",Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_153,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/128,128,131.jpg,/p16264coll6/image/131.jpg
p16264coll6129,C.P. Goodson,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of C.P. Goodson, graduate in the class of 1896.",Universities & colleges; students,"Goodson, C.P.",Corsicana (Tex.),,"[front] E.Frey, cabinet Aristo Photos, Corsicana, Tex. 102 Beaton Street [back] C.P. Goodson ""Luni""",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_155,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/129,129,132.jpg,/p16264coll6/image/132.jpg
p16264coll6130,C.P. Goodson,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of C.P. Goodson, graduate of the class of 1896.",Universities & colleges; students,"Goodson, C.P.",Nashville (Tenn.),,"[front] Thuss 230 N. Cherry St. Nashville, Tenn. [back] C.P. Goodson",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_154,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/130,130,144.jpg,/p16264coll6/image/144.jpg
p16264coll6131,Hallie Caldwell and Genevieve Watkins,Tehuacana,"Trinity University (San Antonio, Tex.)",Photograph of Hallie Caldwell (student 1895-1897) and Genevieve Watkins (student 1895-1898).,Universities & colleges; students; women,"Caldwell, Hallie; Watkins, Genevieve",Mexia (Tex.);,1895?,"[front] B.J. Miller, Mexia, Texas. [back] To Daisy with love from the other ""old maid"" and Genevieve. Hallie Caldwell and Genevieve Watkins at Trinity.",Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_145,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/131,131,143.jpg,/p16264coll6/image/143.jpg
p16264coll6132,Bessie and Ethel Smith,Tehuacana,"Trinity University (San Antonio, Tex.)","Photograph of Bessie and Ethel Smith, sisters who attended Trinity in the 1880s and 1890s.",Universities & colleges; students; women,"Smith, Ethel A.; Smith, Bessie",Tehuacana (Tex.),,[back] From Bess & Ethel Smith Tehuacana,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_147,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/132,132,130.jpg,/p16264coll6/image/130.jpg
p16264coll6133,Students on Dormitory Steps,Tehuacana,"Trinity University (San Antonio, Tex.)","Four female students posing in mortarboard caps in front of the women's dormitory in Tehuacana. On the back they are identified as [Minnie] Cunningham, [Novyr] Clark, [Mary] Hill, and [Martha] Templeton, all students in 1901.",Universities & colleges; students; women; mortarboards (caps),"Templeton, Martha; Hill, Mary; Clark, Novyr; Cunningham, Minnie",Tehuacana (Tex.),1901?,"[back] Cunningham, Clark,Hill, Templeton. Dormitory squad, Tehuacana Texas",Photographic prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_148,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/133,133,142.jpg,/p16264coll6/image/142.jpg
p16264coll6134,Genevieve Watkins and Jessie Hoffer,Tehuacana,"Trinity University (San Antonio, Tex.)",Portrait of Genevieve Watkins (Class of 1898) and Jessie Hoffer (student from 1895-1896).,Universities & colleges; students; women,"Watkins, Genevieve; Hoffer, Jessie",Tehuacana (Tex.),,"[front] B.J. Miller, Mexia, Texas [back] Genevieve Watkins and Jessie Hoffer at Trinity",Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_149,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/134,134,134.jpg,/p16264coll6/image/134.jpg
p16264coll6135,Student Posing by Tehuacana Rocks,Tehuacana,"Trinity University (San Antonio, Tex.)",Unidentified female student posing by the Tehuacana rocks.,Universities & colleges; students; women; rocks,,Tehuacana (Tex.),,,Photographic prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_151,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/135,135,138.jpg,/p16264coll6/image/138.jpg
p16264coll6136,M.P. Elder,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of M.P. Elder, a graduate in the class of 1898.",Universities & colleges; students,"Elder, M.P.",Corsicana (Tex.),,"[front] E.Frey, Cabinet Aristo Photos. Corsicana, Tex. 102 Beaton Street [back] M.P. Elder",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_161,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/136,136,133.jpg,/p16264coll6/image/133.jpg
